tema,vibe,pergunta,indicador,M1,M2,M3,M4
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,"Q37 (ANTIGA Q28). Trabalhando em casa, você consegue conciliar suas atividades profissionais com as atividades de casa? (Limpeza, refeições, etc)",Não são os responsáveis pelas atividades de casa,6.43,12.29,12.44,12.02
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,"Q37 (ANTIGA Q28). Trabalhando em casa, você consegue conciliar suas atividades profissionais com as atividades de casa? (Limpeza, refeições, etc)",Compartilham as atividades de casa com outras pessoas que moram junto,14.60,19.07,19.54,18.02
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,"Q38 (ANTIGA Q29). Existem pessoas em sua casa que realizam o serviços de rotina? (Limpeza, cozinha, jardinagem, etc).","Existem pessoas em casa que realizam o serviços de rotina? (Limpeza, cozinha, jardinagem, etc)",53.07,53.72,49.68,49.98
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,"Q38 (ANTIGA Q29). Existem pessoas em sua casa que realizam o serviços de rotina? (Limpeza, cozinha, jardinagem, etc).","Não existem pessoas em casa que realizam o serviços de rotina? (Limpeza, cozinha, jardinagem, etc)",46.93,46.28,50.33,50.03
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,Q39 (ANTIGA Q30). Você dispensou essas pessoas de seus serviços domiciliares neste período de quarentena?,Dispensaram todos os funcionários de serviços domiciliares,60.06,45.29,39.85,39.20
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,Q39 (ANTIGA Q30). Você dispensou essas pessoas de seus serviços domiciliares neste período de quarentena?,"Não dispensaram todos os funcionários de serviços domiciliares, mas diminuiram a frequência",23.02,23.28,25.15,28.85
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,Q39 (ANTIGA Q30). Você dispensou essas pessoas de seus serviços domiciliares neste período de quarentena?,Não dispensaram os funcionários de serviços domiciliares,16.93,31.44,35.00,31.95
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Não têm utilizado transporte público,55.14,56.63,57.72,58.92
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Diminuiram o uso de transporte público,20.89,20.09,22.95,25.51
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Têm utilizado mais o carro,29.05,27.86,29.31,30.48
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,"Têm utilizado aplicativos de transporte (Ex: Uber, 99, Cabify)",10.47,13.56,16.16,17.36
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Não têm utilizado aplicativos de transporte,24.54,22.88,25.76,22.46
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Diminuiram o uso de aplicativos de transporte,12.12,11.15,13.42,13.22
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Têm andado somente a pé,25.84,22.46,20.34,18.59
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q40 (ANTIGA Q31). Quais foram as mudanças em seu deslocamento nesse período?,Têm utilizado bikes/patinetes,5.42,4.10,5.90,6.68
 3 - A Vida em quarentena,,"Q41 (ANTIGA Q32). Em tempos de quarentena, você considera que o seu uso da tecnologia aumentou? (Aplicativos, sites, etc)","Consideram que o uso da tecnologia aumentou (Aplicativos, sites, etc)",81.95,80.78,81.48,82.87
 3 - A Vida em quarentena,,"Q41 (ANTIGA Q32). Em tempos de quarentena, você considera que o seu uso da tecnologia aumentou? (Aplicativos, sites, etc)","Não consideram que o uso da tecnologia aumentou (Aplicativos, sites, etc)",3.88,4.93,4.57,4.51
 3 - A Vida em quarentena,,"Q41 (ANTIGA Q32). Em tempos de quarentena, você considera que o seu uso da tecnologia aumentou? (Aplicativos, sites, etc)","Consideram que o uso da tecnologia continua o mesmo (Aplicativos, sites, etc)",14.18,14.30,13.96,12.62
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, a TV se tornou mais útil durante essa quarentena",0.00,52.50,69.06,67.71
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, o rádio se tornou mais útil durante essa quarentena",0.00,15.96,18.70,18.98
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, o videogame se tornou mais útil durante essa quarentena ",0.00,24.10,25.77,26.77
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, o microondas se tornou mais útil durante essa quarentena ",0.00,26.29,31.18,33.10
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, o videogame se tornou mais útil durante essa quarentena ",0.00,37.84,41.15,41.93
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, o fogão se tornou mais útil durante essa quarentena ",0.00,38.87,44.60,45.11
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ","Além do Celular e do Computador, a fritadeira se tornou mais útil durante essa quarentena",0.00,14.12,16.56,17.49
 3 - A Vida em quarentena,,"Q42 (ADICIONADA ONDA 6). Além do Celular e do Computador, quais desses itens se tornou mais útil para você durante essa quarentena? ",Não sabem quais itens se tornaram mais importantes além do celular e do computador,0.00,15.15,10.00,9.94
 3 - A Vida em quarentena,,Q43 (ANTIGA Q35). Você mencionou que o seu uso de tecnologia aumentou durante a quarentena. Como o aumento desse hábito afeta sua vontade de continuar se mantendo conectado?, O aumento no uso de tecnologia afeta de maneira positiva,47.68,48.30,48.45,51.32
 3 - A Vida em quarentena,,Q43 (ANTIGA Q35). Você mencionou que o seu uso de tecnologia aumentou durante a quarentena. Como o aumento desse hábito afeta sua vontade de continuar se mantendo conectado?, O aumento no uso de tecnologia não afeta ,36.30,36.69,35.16,33.23
 3 - A Vida em quarentena,,Q43 (ANTIGA Q35). Você mencionou que o seu uso de tecnologia aumentou durante a quarentena. Como o aumento desse hábito afeta sua vontade de continuar se mantendo conectado?, O aumento no uso de tecnologia afeta de maneira negativa,16.02,15.02,16.40,15.46
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,TV se tornou menos útil durante a quarentena,0.00,10.24,6.23,6.74
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Rádio se tornou menos útil durante a quarentena,0.00,22.30,23.85,23.49
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Videogame se tornou menos útil durante a quarentena,0.00,15.14,15.41,16.59
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Microondas se tornou menos útil durante a quarentena,0.00,8.70,8.68,8.62
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Geladeira se tornou menos útil durante a quarentena,0.00,2.66,2.37,2.81
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Fogão se tornou menos útil durante a quarentena,0.00,3.36,2.74,3.37
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Fritadeira se tornou menos útil durante a quarentena,0.00,12.18,12.64,13.65
 3 - A Vida em quarentena,,Q44 (ADICIONADA ONDA 6). E quais desses itens se tornou menos útil durante a quarentena?,Não sei  quais itens se tornaram menos útieis durante a quarentena,0.00,43.68,43.57,41.18
 3 - A Vida em quarentena,,Q45 (ANTIGA Q33). Como você está lidando com o isolamento social na quarentena?,Gostam de se isolar/ficar isolado,22.24,18.30,18.13,17.63
 3 - A Vida em quarentena,,Q45 (ANTIGA Q33). Como você está lidando com o isolamento social na quarentena?,"Não gostam, mas não veem problemas em ficar isolado",37.65,41.54,42.33,41.64
 3 - A Vida em quarentena,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q45 (ANTIGA Q33). Como você está lidando com o isolamento social na quarentena?,Estão indiferentes ao isolamento,15.77,16.43,14.03,14.57
 3 - A Vida em quarentena,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q45 (ANTIGA Q33). Como você está lidando com o isolamento social na quarentena?,Não gostam do isolamento,17.48,20.21,19.84,20.30
 3 - A Vida em quarentena,,Q45 (ANTIGA Q33). Como você está lidando com o isolamento social na quarentena?,Ainda não sabem dizer sobre o isolamento,5.27,2.45,3.56,3.16
 3 - A Vida em quarentena,,"Q46 (ANTIGA Q37). Nesse período de isolamento social, quais das opções abaixo você tem usado para manter o contato social com as pessoas que precisa/ mais gosta?",Utilizam mensagens de texto para manter o contato social com as pessoas que precisam/ mais gostam ,34.26,34.81,32.93,33.86
 3 - A Vida em quarentena,,"Q46 (ANTIGA Q37). Nesse período de isolamento social, quais das opções abaixo você tem usado para manter o contato social com as pessoas que precisa/ mais gosta?",Utilizam vídeo chamadas para manter o contato social com as pessoas que precisam/ mais gostam,27.66,29.07,31.68,32.84
 3 - A Vida em quarentena,,"Q46 (ANTIGA Q37). Nesse período de isolamento social, quais das opções abaixo você tem usado para manter o contato social com as pessoas que precisa/ mais gosta?",Utilizam aplicativos de jogos com vídeo (ex. House Party) para manter o contato social com as pessoas que precisam/ mais gostam,2.98,4.04,3.75,3.24
 3 - A Vida em quarentena,,"Q46 (ANTIGA Q37). Nesse período de isolamento social, quais das opções abaixo você tem usado para manter o contato social com as pessoas que precisa/ mais gosta?",Ligações de telefone/aplicativo (voz),30.53,26.77,26.03,25.11
 3 - A Vida em quarentena,,"Q46 (ANTIGA Q37). Nesse período de isolamento social, quais das opções abaixo você tem usado para manter o contato social com as pessoas que precisa/ mais gosta?",Ainda não sabem dizer quais meios utilizam para manter o contato social com as pessoas que precisam/ mais gostam,3.72,3.52,4.22,3.71
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se entediados,0.00,39.18,38.62,38.26
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se preocupados,0.00,57.08,57.00,54.59
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se incertos,0.00,31.05,31.17,30.96
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se esperançosos,0.00,27.59,26.97,26.81
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se com medo ,0.00,32.63,30.99,31.33
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se ansiosos,0.00,42.16,42.58,42.50
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se motivados,0.00,6.44,6.15,6.62
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se tranquilos,0.00,11.31,10.15,11.64
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Sentem-se tristes,0.00,25.82,26.31,25.72
 3 - A Vida em quarentena,INFOSTESIA,Q47 (ANTIGA Q39). Como você tem se sentido nessa quarentena? ,Não sabem como se sentem,0.00,1.08,1.56,1.80
 3 - A Vida em quarentena,INFOSTESIA; FUGA NOS PRAZERES,"Q48 (ANTIGA Q34). Numa escala de 1 - 5, o quanto você se considera uma pessoa ansiosa?",Se consideram muito ansiosos,29.83,31.30,31.04,30.45
 3 - A Vida em quarentena,INFOSTESIA; FUGA NOS PRAZERES,"Q48 (ANTIGA Q34). Numa escala de 1 - 5, o quanto você se considera uma pessoa ansiosa?",Se consideram muito ansiosos,18.58,19.28,20.62,20.28
 3 - A Vida em quarentena,INFOSTESIA,"Q48 (ANTIGA Q34). Numa escala de 1 - 5, o quanto você se considera uma pessoa ansiosa?",Se consideram pouco anciosos,29.11,28.85,28.04,29.23
 3 - A Vida em quarentena,INFOSTESIA,"Q48 (ANTIGA Q34). Numa escala de 1 - 5, o quanto você se considera uma pessoa ansiosa?",Se consideram nada ansiosos,14.85,13.70,13.57,13.53
 3 - A Vida em quarentena,INFOSTESIA,"Q48 (ANTIGA Q34). Numa escala de 1 - 5, o quanto você se considera uma pessoa ansiosa?",Se consideram nada ansiosos,7.63,6.88,6.72,6.53
 3 - A Vida em quarentena,INFOSTESIA; FUGA NOS PRAZERES,Q49 (ANTIGA Q35). O seu nível de ansiedade aumentou ou diminuiu na quarentena?,Nível de ansiedade aumentou,47.78,55.28,57.04,56.13
 3 - A Vida em quarentena,INFOSTESIA,Q49 (ANTIGA Q35). O seu nível de ansiedade aumentou ou diminuiu na quarentena?,Nível de ansiedade diminuiu,3.33,4.20,3.85,3.80
 3 - A Vida em quarentena,INFOSTESIA,Q49 (ANTIGA Q35). O seu nível de ansiedade aumentou ou diminuiu na quarentena?,Nível de ansiedade permanece o mesmo,43.55,35.80,34.07,35.78
 3 - A Vida em quarentena,INFOSTESIA,Q49 (ANTIGA Q35). O seu nível de ansiedade aumentou ou diminuiu na quarentena?,Não sabem dizer sobre o nível de ansiedade,5.35,4.73,5.05,4.30
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Assistem Filmes/séries/Novelas/Documentários para lidar com a sua ansiedade e diminuir o stress ,64.88,58.66,59.38,60.36
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Assistidem vídeos no Youtube para lidar com a sua ansiedade e diminuir o stress ,50.82,48.59,50.44,49.96
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Utilizadam as redes sociais para lidar com a sua ansiedade e diminuir o stress ,52.15,46.42,44.92,45.94
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,"Leem (Livros, revistas, sites) para lidar com a sua ansiedade e diminuir o stress ",34.35,31.43,30.83,30.81
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Praticam jogos online para lidar com a sua ansiedade e diminuir o stress ,35.11,28.75,28.15,28.34
 3 - A Vida em quarentena,CORONALOVE,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Conversam com familiares e amigos online para lidar com a sua ansiedade e diminuir o stress ,40.47,36.52,35.77,36.13
 3 - A Vida em quarentena,CORONALOVE,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Conversam com as pessoas da minha casa para lidar com a sua ansiedade e diminuir o stress ,40.96,33.76,33.20,31.24
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Conversam com profissionais especializados online para lidar com a sua ansiedade e diminuir o stress ,6.24,5.32,6.07,6.81
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Realizam atividades físicas para lidar com a sua ansiedade e diminuir o stress ,19.03,16.65,15.96,18.62
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Meditam para lidar com a sua ansiedade e diminuir o stress ,12.94,11.30,12.63,12.56
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Práticam Yoga para lidar com a sua ansiedade e diminuir o stress ,6.35,4.30,5.14,5.80
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Realizam práticas religiosas (Orações) para lidar com a sua ansiedade e diminuir o stress ,28.51,24.66,23.81,24.27
 3 - A Vida em quarentena,EGODEMIA,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,Realizam atividades manuais para lidar com a sua ansiedade e diminuir o stress ,19.54,16.39,17.13,18.98
 3 - A Vida em quarentena,EGODEMIA; FUGA NOS PRAZERES,Q50 (ANTIGA Q36). O que você tem feito para lidar com a sua ansiedade e diminuir o stress neste período de quarentena?,"Fazem compras Online (Roupas, acessórios, eletrônicos, etc.) para lidar com a sua ansiedade e diminuir o stress ",7.93,8.67,13.03,12.74
 3 - A Vida em quarentena,INFOSTESIA,Q51 (ANTIGA Q37). O isolamento social faz com que seu humor mude com frequência?,Têm mudanças de humor com frequência,37.02,43.49,47.92,48.09
 3 - A Vida em quarentena,INFOSTESIA,Q51 (ANTIGA Q37). O isolamento social faz com que seu humor mude com frequência?,Não têm mudanças de humor com frequência,45.11,39.46,36.42,36.41
 3 - A Vida em quarentena,INFOSTESIA,Q51 (ANTIGA Q37). O isolamento social faz com que seu humor mude com frequência?,Não sabem dizer sobre mudanças de humor nesse período,17.87,17.05,15.66,15.51
 3 - A Vida em quarentena,INFOSTESIA,"Q52 (ANTIGA Q48). De maneira geral, desde o início da quarentena você tem se sentido :",Têm se sentido mais entediados,0.00,53.99,57.33,55.01
 3 - A Vida em quarentena,INFOSTESIA,"Q52 (ANTIGA Q48). De maneira geral, desde o início da quarentena você tem se sentido :",Têm se sentido igualmente entediados,0.00,26.05,23.75,25.31
 3 - A Vida em quarentena,INFOSTESIA,"Q52 (ANTIGA Q48). De maneira geral, desde o início da quarentena você tem se sentido :",Têm se sentido menos entediados,0.00,9.89,9.27,9.74
 3 - A Vida em quarentena,INFOSTESIA,"Q52 (ANTIGA Q48). De maneira geral, desde o início da quarentena você tem se sentido :",Não sabem dizer como sentem-se nesse período,0.00,10.07,9.67,9.95
 3 - A Vida em quarentena,CORONALOVE,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Conversam com familiares e amigos online para lidar com o tédio ,0.00,42.25,40.61,40.42
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Conversam com profissionais especializados online para lidar com o tédio ,0.00,5.16,5.66,6.01
 3 - A Vida em quarentena,CORONALOVE,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Conversam com as pessoas da minha casa para lidar com o tédio ,0.00,37.02,36.25,34.31
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Assistem vídeos no Youtube para lidar com o tédio ,0.00,54.85,55.02,55.93
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Realizam atividades físicas para lidar com o tédio ,0.00,17.43,15.78,18.49
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Realizam atividades manuais para lidar com o tédio ,0.00,19.27,17.71,21.64
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Assistem Filmes/séries/Novelas/Documentários para lidar com o tédio ,0.00,61.83,63.01,63.13
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,"Leem (Livros, revistas, sites) para lidar com o tédio ",0.00,34.07,31.17,32.03
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Utilizam as redes sociais para lidar com o tédio ,0.00,53.31,51.26,52.30
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Praticam jogos online para lidar com o tédio ,0.00,32.64,32.04,30.70
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Meditam para lidar com o tédio ,0.00,9.85,9.93,11.14
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Práticam Yoga para lidar com o tédio ,0.00,3.38,4.52,5.75
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,Realizam práticas religiosas (Orações) para lidar com o tédio ,0.00,21.70,21.05,21.42
 3 - A Vida em quarentena,EGODEMIA,Q53 (ANTIGA Q49). O que você tem feito para lidar com o tédio neste período de quarentena?,"Fazem compras Online (Roupas, acessórios, eletrônicos, etc.) para lidar com o tédio ",0.00,10.44,13.60,14.26
 3 - A Vida em quarentena,CORONALOVE,Q54 (ANTIGA Q38). Como está a sua relação Online com os seus amigos/familiares nessa quarentena?,falam com maior frequência com os seus amigos/familiares,38.03,35.33,35.37,34.63
 3 - A Vida em quarentena,CORONALOVE,Q54 (ANTIGA Q38). Como está a sua relação Online com os seus amigos/familiares nessa quarentena?,Falamos com a mesma frequência com os seus amigos/familiares,47.75,48.13,46.46,46.98
 3 - A Vida em quarentena,CORONALOVE,Q54 (ANTIGA Q38). Como está a sua relação Online com os seus amigos/familiares nessa quarentena?,Não estão se comunicando muito com os seus amigos/familiares,10.13,11.68,13.55,14.08
 3 - A Vida em quarentena,CORONALOVE,Q54 (ANTIGA Q38). Como está a sua relação Online com os seus amigos/familiares nessa quarentena?,Não costumam me comunicar online com os seus amigos/familiares,4.10,4.88,4.63,4.33
 3 - A Vida em quarentena,CORONALOVE,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Conversam/Batem papo online com os seus amigos,0.00,46.93,46.89,46.40
 3 - A Vida em quarentena,CORONALOVE,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Jogam online com os seus amigos,0.00,29.30,29.17,29.13
 3 - A Vida em quarentena,CORONALOVE,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Veem vídeos online com os seus amigos,0.00,20.58,20.00,19.80
 3 - A Vida em quarentena,CORONALOVE,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Usam o whatsapp com os seus amigos,0.00,66.78,66.64,65.73
 3 - A Vida em quarentena,CORONALOVE,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Entram nas redes Sociais com os seus amigos,0.00,38.55,38.22,35.53
 3 - A Vida em quarentena,CORONALOVE,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Fazem chamadas online com os seus amigos,0.00,29.90,31.42,31.93
 3 - A Vida em quarentena,,"Q55 (ANTIGA Q39). Quais atividades diferentes você tem feito Online com os seus amigos? Nos conte como vocês tem passado esse tempo ""juntos"":",Não sabem dizer o que tem feito online com os amigos,0.00,7.78,7.55,7.68
 3 - A Vida em quarentena,CORONALOVE,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Encontrar amigos e familiares é o hábito que tinha e mais sente falta,0.00,56.60,57.81,57.48
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Ir a bares e restaurantes é o hábito que tinha e mais sente falta,0.00,41.47,46.19,44.80
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Trabalhar no escritório/local de trabalho é o hábito que tinha e mais sente falta,0.00,22.53,22.80,21.90
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Praticar exercícios ao ar livre/academia é o hábito que tinha e mais sente falta,0.00,34.33,34.94,36.08
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Ir ao salão de beleza é o hábito que tinha e mais sente falta,0.00,19.03,20.72,19.75
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Ir ao shopping/compras é o hábito que tinha e mais sente falta,0.00,47.07,50.84,47.28
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Ir a shows/cinema/teatro é o hábito que tinha e mais sente falta,0.00,34.40,38.99,39.73
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Ir ao estádio de futebol/assistir outros esportes é o hábito que tinha e mais sente falta,0.00,10.07,11.57,12.48
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Ir à faculdade/cursos é o hábito que tinha e mais sente falta,0.00,20.00,19.92,19.48
 3 - A Vida em quarentena,,Q56. Quais hábitos você tinha antes da quarentena e lhe fazem mais falta? ,Não Sabem quais os hábitos mais sentem falta,0.00,6.40,6.10,5.43
 3 - A Vida em quarentena,CORONALOVE,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a econtrar amigos e familiares durante a quarentena,0.00,0.00,5.70,5.30
 3 - A Vida em quarentena,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a ir a bares e restaurantes durante a quarentena,0.00,0.00,2.88,2.78
 3 - A Vida em quarentena,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a trabalhar no escritório/local de trabalho durante a quarentena,0.00,0.00,4.85,5.83
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a praticar exercícios ao ar livre/academia durante a quarentena,0.00,0.00,6.25,8.03
 3 - A Vida em quarentena,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a ir ao salão de beleza durante a quarentena,0.00,0.00,2.70,2.63
